raw_id	mapped_gene_id	mapping_status	mapping_method	mapping_evidence
FGSG_00363	FGRAMPH1_01G00959	mapped	alias_bridge	STRING aliases bridge
FGSG_00364	FGRAMPH1_01G00961	mapped	alias_bridge	STRING aliases bridge
FGSG_00365	FGRAMPH1_01G00963	mapped	alias_bridge	STRING aliases bridge
FGSG_00366	FGRAMPH1_01G00967	mapped	alias_bridge	STRING aliases bridge
FGSG_00367	FGRAMPH1_01G00969	mapped	alias_bridge	STRING aliases bridge
FGSG_00368	FGRAMPH1_01G00971	mapped	alias_bridge	STRING aliases bridge
FGSG_00369	FGRAMPH1_01G00977	mapped	alias_bridge	STRING aliases bridge
FGSG_00370	FGRAMPH1_01G00979	mapped	alias_bridge	STRING aliases bridge
FGSG_00371	FGRAMPH1_01G00981	mapped	alias_bridge	STRING aliases bridge
FGSG_00372	FGRAMPH1_01G00983	mapped	alias_bridge	STRING aliases bridge
FGSG_00373	FGRAMPH1_01G00985	mapped	alias_bridge	STRING aliases bridge
FGSG_00375	FGRAMPH1_01G00989	mapped	alias_bridge	STRING aliases bridge
FGSG_00376	FGRAMPH1_01G00991	mapped	alias_bridge	STRING aliases bridge
